,LINENAME,STATION,DATE,TIME,ENTRIES,NEW_ENTRIES
463,6,77 ST,2017-01-23,12:00:00,239764801,6812.0
464,6,77 ST,2017-01-23,16:00:00,239771655,6854.0
465,6,77 ST,2017-01-23,20:00:00,239780924,9269.0
466,6,77 ST,2017-01-24,00:00:00,239783484,2560.0
467,6,77 ST,2017-01-24,04:00:00,239783758,274.0
468,6,77 ST,2017-01-24,08:00:00,239785797,2039.0
469,6,77 ST,2017-01-24,12:00:00,239792822,7025.0
470,6,77 ST,2017-01-24,16:00:00,239799869,7047.0
471,6,77 ST,2017-01-24,20:00:00,239810169,10300.0
472,6,77 ST,2017-01-25,00:00:00,239813078,2909.0
473,6,77 ST,2017-01-25,04:00:00,239813359,281.0
476,6,77 ST,2017-01-25,12:00:00,239822563,7277.0
477,6,77 ST,2017-01-25,16:00:00,239829046,6483.0
478,6,77 ST,2017-01-25,20:00:00,239839341,10295.0
479,6,77 ST,2017-01-26,00:00:00,239842439,3098.0
480,6,77 ST,2017-01-26,04:00:00,239842739,300.0
481,6,77 ST,2017-01-26,08:00:00,239844575,1836.0
482,6,77 ST,2017-01-26,12:00:00,239851762,7187.0
483,6,77 ST,2017-01-26,16:00:00,239858896,7134.0
484,6,77 ST,2017-01-26,20:00:00,239869236,10340.0
485,6,77 ST,2017-01-27,00:00:00,239872391,3155.0
486,6,77 ST,2017-01-27,04:00:00,239872690,299.0
487,6,77 ST,2017-01-27,08:00:00,239874370,1680.0
488,6,77 ST,2017-01-27,12:00:00,239881087,6717.0
489,6,77 ST,2017-01-27,16:00:00,239888390,7303.0
490,6,77 ST,2017-01-27,20:00:00,239898583,10193.0
491,6,96 ST,2017-01-01,00:00:00,95956464,0.0
492,6,96 ST,2017-01-01,04:00:00,95957080,616.0
493,6,96 ST,2017-01-01,08:00:00,95957477,397.0
494,6,96 ST,2017-01-01,12:00:00,95958877,1400.0
495,6,96 ST,2017-01-01,16:00:00,95960830,1953.0
496,6,96 ST,2017-01-01,20:00:00,95962443,1613.0
497,6,96 ST,2017-01-02,00:00:00,95963365,922.0
498,6,96 ST,2017-01-02,04:00:00,95963552,187.0
499,6,96 ST,2017-01-02,08:00:00,95964021,469.0
500,6,96 ST,2017-01-02,12:00:00,95965630,1609.0
501,6,96 ST,2017-01-02,16:00:00,95967984,2354.0
502,6,96 ST,2017-01-02,20:00:00,95970413,2429.0
503,6,96 ST,2017-01-03,00:00:00,95971400,987.0
504,6,96 ST,2017-01-03,04:00:00,95971557,157.0
505,6,96 ST,2017-01-03,08:00:00,95973461,1904.0
506,6,96 ST,2017-01-03,08:02:32,95973506,45.0
507,6,96 ST,2017-01-03,12:00:00,95978898,5392.0
508,6,96 ST,2017-01-03,16:00:00,95984029,5131.0
509,6,96 ST,2017-01-03,20:00:00,95990649,6620.0
510,6,96 ST,2017-01-04,00:00:00,95992144,1495.0
511,6,96 ST,2017-01-04,04:00:00,95992327,183.0
512,6,96 ST,2017-01-04,07:54:25,95993997,1670.0
513,6,96 ST,2017-01-04,08:00:00,95994206,209.0
514,6,96 ST,2017-01-04,12:00:00,95999776,5570.0
515,6,96 ST,2017-01-04,16:00:00,96004990,5214.0
516,6,96 ST,2017-01-04,20:00:00,96012150,7160.0
517,6,96 ST,2017-01-05,00:00:00,96013828,1678.0
518,6,96 ST,2017-01-05,04:00:00,96014011,183.0
519,6,96 ST,2017-01-05,08:00:00,96015932,1921.0
520,6,96 ST,2017-01-05,12:00:00,96021652,5720.0
521,6,96 ST,2017-01-05,16:00:00,96026618,4966.0
522,6,96 ST,2017-01-05,20:00:00,96033535,6917.0
523,6,96 ST,2017-01-06,00:00:00,96035198,1663.0
524,6,96 ST,2017-01-06,04:00:00,96035364,166.0
525,6,96 ST,2017-01-06,08:00:00,96037172,1808.0
526,6,96 ST,2017-01-06,12:00:00,96042635,5463.0
527,6,96 ST,2017-01-06,16:00:00,96048219,5584.0
528,6,96 ST,2017-01-06,20:00:00,96054629,6410.0
529,6,96 ST,2017-01-07,00:00:00,96056519,1890.0
530,6,96 ST,2017-01-07,04:00:00,96056885,366.0
531,6,96 ST,2017-01-07,08:00:00,96057305,420.0
532,6,96 ST,2017-01-07,12:00:00,96059255,1950.0
533,6,96 ST,2017-01-07,16:00:00,96061794,2539.0
534,6,96 ST,2017-01-07,20:00:00,96064328,2534.0
535,6,96 ST,2017-01-08,00:00:00,96065589,1261.0
536,6,96 ST,2017-01-08,04:00:00,96065817,228.0
537,6,96 ST,2017-01-08,08:00:00,96066159,342.0
538,6,96 ST,2017-01-08,12:00:00,96067522,1363.0
539,6,96 ST,2017-01-08,16:00:00,96069686,2164.0
540,6,96 ST,2017-01-08,20:00:00,96071486,1800.0
541,6,96 ST,2017-01-09,00:00:00,96072316,830.0
542,6,96 ST,2017-01-09,04:00:00,96072476,160.0
543,6,96 ST,2017-01-09,08:00:00,96074345,1869.0
544,6,96 ST,2017-01-09,12:00:00,96079814,5469.0
545,6,96 ST,2017-01-09,16:00:00,96084724,4910.0
546,6,96 ST,2017-01-09,20:00:00,96091303,6579.0
547,6,96 ST,2017-01-10,00:00:00,96092732,1429.0
548,6,96 ST,2017-01-10,04:00:00,96092888,156.0
549,6,96 ST,2017-01-10,08:00:00,96094845,1957.0
550,6,96 ST,2017-01-10,12:00:00,96100406,5561.0
551,6,96 ST,2017-01-10,16:00:00,96105438,5032.0
552,6,96 ST,2017-01-10,20:00:00,96112564,7126.0
553,6,96 ST,2017-01-11,00:00:00,96114044,1480.0
554,6,96 ST,2017-01-11,04:00:00,96114190,146.0
555,6,96 ST,2017-01-11,08:00:00,96116025,1835.0
556,6,96 ST,2017-01-11,12:00:00,96121688,5663.0
557,6,96 ST,2017-01-11,16:00:00,96126891,5203.0
558,6,96 ST,2017-01-11,20:00:00,96133790,6899.0
559,6,96 ST,2017-01-12,00:00:00,96135318,1528.0
560,6,96 ST,2017-01-12,04:00:00,96135471,153.0
561,6,96 ST,2017-01-12,08:00:00,96137346,1875.0
562,6,96 ST,2017-01-12,12:00:00,96142729,5383.0
563,6,96 ST,2017-01-12,16:00:00,96147946,5217.0
564,6,96 ST,2017-01-12,20:00:00,96154959,7013.0
565,6,96 ST,2017-01-13,00:00:00,96156736,1777.0
566,6,96 ST,2017-01-13,04:00:00,96156908,172.0
567,6,96 ST,2017-01-13,08:00:00,96158660,1752.0
568,6,96 ST,2017-01-13,12:00:00,96163906,5246.0
569,6,96 ST,2017-01-13,16:00:00,96169515,5609.0
570,6,96 ST,2017-01-13,20:00:00,96176041,6526.0
571,6,96 ST,2017-01-14,00:00:00,96177710,1669.0
572,6,96 ST,2017-01-14,04:00:00,96177934,224.0
573,6,96 ST,2017-01-14,08:00:00,96178362,428.0
574,6,96 ST,2017-01-14,12:00:00,96180097,1735.0
575,6,96 ST,2017-01-14,16:00:00,96182574,2477.0
576,6,96 ST,2017-01-14,20:00:00,96184926,2352.0
577,6,96 ST,2017-01-15,00:00:00,96186034,1108.0
578,6,96 ST,2017-01-15,04:00:00,96186202,168.0
579,6,96 ST,2017-01-15,08:00:00,96186519,317.0
580,6,96 ST,2017-01-15,12:00:00,96187965,1446.0
581,6,96 ST,2017-01-15,16:00:00,96190064,2099.0
582,6,96 ST,2017-01-15,20:00:00,96191934,1870.0
583,6,96 ST,2017-01-16,00:00:00,96192803,869.0
584,6,96 ST,2017-01-16,04:00:00,96192950,147.0
585,6,96 ST,2017-01-16,08:00:00,96193593,643.0
586,6,96 ST,2017-01-16,12:00:00,96195875,2282.0
587,6,96 ST,2017-01-16,16:00:00,96198657,2782.0
588,6,96 ST,2017-01-16,20:00:00,96201670,3013.0
589,6,96 ST,2017-01-17,00:00:00,96202677,1007.0
590,6,96 ST,2017-01-17,04:00:00,96202812,135.0
591,6,96 ST,2017-01-17,08:00:00,96204710,1898.0
592,6,96 ST,2017-01-17,12:00:00,96210306,5596.0
593,6,96 ST,2017-01-17,16:00:00,96215386,5080.0
594,6,96 ST,2017-01-17,20:00:00,96222262,6876.0
595,6,96 ST,2017-01-18,00:00:00,96223785,1523.0
596,6,96 ST,2017-01-18,04:00:00,96223940,155.0
597,6,96 ST,2017-01-18,08:00:00,96225876,1936.0
598,6,96 ST,2017-01-18,12:00:00,96231636,5760.0
599,6,96 ST,2017-01-18,16:00:00,96236805,5169.0
600,6,96 ST,2017-01-18,20:00:00,96243747,6942.0
601,6,96 ST,2017-01-19,00:00:00,96245408,1661.0
602,6,96 ST,2017-01-19,04:00:00,96245571,163.0
603,6,96 ST,2017-01-19,08:00:00,96247562,1991.0
604,6,96 ST,2017-01-19,12:00:00,96253135,5573.0
605,6,96 ST,2017-01-19,16:00:00,96258512,5377.0
606,6,96 ST,2017-01-19,20:00:00,96265616,7104.0
607,6,96 ST,2017-01-20,00:00:00,96267294,1678.0
608,6,96 ST,2017-01-20,04:00:00,96267472,178.0
609,6,96 ST,2017-01-20,08:00:00,96269206,1734.0
610,6,96 ST,2017-01-20,12:00:00,96274422,5216.0
611,6,96 ST,2017-01-20,16:00:00,96279664,5242.0
612,6,96 ST,2017-01-20,20:00:00,96286122,6458.0
613,6,96 ST,2017-01-21,00:00:00,96287811,1689.0
614,6,96 ST,2017-01-21,04:00:00,96288040,229.0
615,6,96 ST,2017-01-21,08:00:00,96288444,404.0
616,6,96 ST,2017-01-21,12:00:00,96291479,3035.0
617,6,96 ST,2017-01-21,16:00:00,96295428,3949.0
618,6,96 ST,2017-01-21,20:00:00,96298010,2582.0
619,6,96 ST,2017-01-22,00:00:00,96299332,1322.0
620,6,96 ST,2017-01-22,04:00:00,96299520,188.0
621,6,96 ST,2017-01-22,08:00:00,96299797,277.0
622,6,96 ST,2017-01-22,12:00:00,96301203,1406.0
623,6,96 ST,2017-01-22,16:00:00,96303355,2152.0
624,6,96 ST,2017-01-22,20:00:00,96305120,1765.0
625,6,96 ST,2017-01-23,00:00:00,96305904,784.0
626,6,96 ST,2017-01-23,04:00:00,96306019,115.0
627,6,96 ST,2017-01-23,08:00:00,96307822,1803.0
628,6,96 ST,2017-01-23,12:00:00,96313148,5326.0
629,6,96 ST,2017-01-23,16:00:00,96317946,4798.0
630,6,96 ST,2017-01-23,20:00:00,96324085,6139.0
631,6,96 ST,2017-01-24,00:00:00,96325328,1243.0
632,6,96 ST,2017-01-24,04:00:00,96325449,121.0
633,6,96 ST,2017-01-24,08:00:00,96327258,1809.0
634,6,96 ST,2017-01-24,12:00:00,96333009,5751.0
635,6,96 ST,2017-01-24,16:00:00,96337648,4639.0
636,6,96 ST,2017-01-24,20:00:00,96344262,6614.0
637,6,96 ST,2017-01-25,00:00:00,96345759,1497.0
638,6,96 ST,2017-01-25,04:00:00,96345945,186.0
639,6,96 ST,2017-01-25,08:00:00,96347786,1841.0
640,6,96 ST,2017-01-25,12:00:00,96353457,5671.0
641,6,96 ST,2017-01-25,16:00:00,96358236,4779.0
642,6,96 ST,2017-01-25,20:00:00,96364991,6755.0
643,6,96 ST,2017-01-26,00:00:00,96366522,1531.0
644,6,96 ST,2017-01-26,04:00:00,96366688,166.0
645,6,96 ST,2017-01-26,08:00:00,96368409,1721.0
646,6,96 ST,2017-01-26,12:00:00,96373959,5550.0
647,6,96 ST,2017-01-26,16:00:00,96378932,4973.0
648,6,96 ST,2017-01-26,20:00:00,96385872,6940.0
649,6,96 ST,2017-01-27,00:00:00,96387540,1668.0
650,6,96 ST,2017-01-27,04:00:00,96387719,179.0
651,6,96 ST,2017-01-27,08:00:00,96389328,1609.0
652,6,96 ST,2017-01-27,12:00:00,96394557,5229.0
653,6,96 ST,2017-01-27,16:00:00,96399950,5393.0
654,6,96 ST,2017-01-27,20:00:00,96406193,6243.0
655,Q,72 ST-2 AVE,2017-01-01,00:00:00,119538085,0.0
656,Q,72 ST-2 AVE,2017-01-01,04:00:00,119538148,63.0
657,Q,72 ST-2 AVE,2017-01-01,08:00:00,119538162,14.0
658,Q,72 ST-2 AVE,2017-01-01,12:00:00,119538194,32.0
659,Q,72 ST-2 AVE,2017-01-01,16:00:00,119544113,5919.0
661,Q,72 ST-2 AVE,2017-01-01,17:25:03,117446258,10.0
662,Q,72 ST-2 AVE,2017-01-01,17:26:15,117446264,6.0
664,Q,72 ST-2 AVE,2017-01-01,17:28:30,2099641,3.0
668,Q,72 ST-2 AVE,2017-01-01,17:33:50,117446379,20.0
671,Q,72 ST-2 AVE,2017-01-02,00:00:00,119548900,935.0
672,Q,72 ST-2 AVE,2017-01-02,04:00:00,119548901,1.0
673,Q,72 ST-2 AVE,2017-01-02,08:00:00,119549079,178.0
674,Q,72 ST-2 AVE,2017-01-02,12:00:00,119551120,2041.0
675,Q,72 ST-2 AVE,2017-01-02,16:00:00,119555496,4376.0
676,Q,72 ST-2 AVE,2017-01-02,20:00:00,119558989,3493.0
677,Q,72 ST-2 AVE,2017-01-03,00:00:00,119559738,749.0
678,Q,72 ST-2 AVE,2017-01-03,04:00:00,119559738,0.0
679,Q,72 ST-2 AVE,2017-01-03,08:00:00,119560961,1223.0
680,Q,72 ST-2 AVE,2017-01-03,12:00:00,119566013,5052.0
685,Q,72 ST-2 AVE,2017-01-04,00:00:00,119578339,1078.0
686,Q,72 ST-2 AVE,2017-01-04,04:00:00,119578339,0.0
687,Q,72 ST-2 AVE,2017-01-04,08:00:00,119579738,1399.0
688,Q,72 ST-2 AVE,2017-01-04,12:00:00,119585512,5774.0
689,Q,72 ST-2 AVE,2017-01-04,16:00:00,119590342,4830.0
690,Q,72 ST-2 AVE,2017-01-04,20:00:00,119598420,8078.0
691,Q,72 ST-2 AVE,2017-01-05,00:00:00,119599759,1339.0
692,Q,72 ST-2 AVE,2017-01-05,04:00:00,119599759,0.0
693,Q,72 ST-2 AVE,2017-01-05,08:00:00,119601111,1352.0
694,Q,72 ST-2 AVE,2017-01-05,12:00:00,119607129,6018.0
695,Q,72 ST-2 AVE,2017-01-05,16:00:00,119611746,4617.0
696,Q,72 ST-2 AVE,2017-01-05,20:00:00,119619998,8252.0
697,Q,72 ST-2 AVE,2017-01-06,00:00:00,119621423,1425.0
698,Q,72 ST-2 AVE,2017-01-06,04:00:00,119621423,0.0
699,Q,72 ST-2 AVE,2017-01-06,08:00:00,119622642,1219.0
702,Q,72 ST-2 AVE,2017-01-06,16:00:00,119633370,4864.0
703,Q,72 ST-2 AVE,2017-01-06,20:00:00,119641903,8533.0
704,Q,72 ST-2 AVE,2017-01-07,00:00:00,119643511,1608.0
705,Q,72 ST-2 AVE,2017-01-07,04:00:00,119643514,3.0
706,Q,72 ST-2 AVE,2017-01-07,08:00:00,119643772,258.0
707,Q,72 ST-2 AVE,2017-01-07,12:00:00,119645983,2211.0
710,Q,72 ST-2 AVE,2017-01-07,20:00:00,119654599,4512.0
713,Q,72 ST-2 AVE,2017-01-08,04:00:00,119655874,1.0
714,Q,72 ST-2 AVE,2017-01-08,08:00:00,119656055,181.0
715,Q,72 ST-2 AVE,2017-01-08,12:00:00,119657964,1909.0
716,Q,72 ST-2 AVE,2017-01-08,16:00:00,119661775,3811.0
717,Q,72 ST-2 AVE,2017-01-08,20:00:00,119664881,3106.0
718,Q,72 ST-2 AVE,2017-01-09,00:00:00,119665740,859.0
719,Q,72 ST-2 AVE,2017-01-09,04:00:00,119665740,0.0
720,Q,72 ST-2 AVE,2017-01-09,08:00:00,119667171,1431.0
721,Q,72 ST-2 AVE,2017-01-09,12:00:00,119673192,6021.0
722,Q,72 ST-2 AVE,2017-01-09,16:00:00,119677505,4313.0
723,Q,72 ST-2 AVE,2017-01-09,20:00:00,119685720,8215.0
724,Q,72 ST-2 AVE,2017-01-10,00:00:00,119687673,1953.0
725,Q,72 ST-2 AVE,2017-01-10,04:00:00,119687824,151.0
726,Q,72 ST-2 AVE,2017-01-10,08:00:00,119689431,1607.0
727,Q,72 ST-2 AVE,2017-01-10,12:00:00,119695790,6359.0
728,Q,72 ST-2 AVE,2017-01-10,16:00:00,119700610,4820.0
729,Q,72 ST-2 AVE,2017-01-10,20:00:00,119709514,8904.0
730,Q,72 ST-2 AVE,2017-01-11,00:00:00,119711574,2060.0
731,Q,72 ST-2 AVE,2017-01-11,04:00:00,119711732,158.0
732,Q,72 ST-2 AVE,2017-01-11,08:00:00,119713292,1560.0
733,Q,72 ST-2 AVE,2017-01-11,12:00:00,119719590,6298.0
735,Q,72 ST-2 AVE,2017-01-11,20:00:00,119723744,8931.0
737,Q,72 ST-2 AVE,2017-01-12,04:00:00,119736003,170.0
738,Q,72 ST-2 AVE,2017-01-12,08:00:00,119737521,1518.0
739,Q,72 ST-2 AVE,2017-01-12,12:00:00,119743889,6368.0
740,Q,72 ST-2 AVE,2017-01-12,16:00:00,119748924,5035.0
741,Q,72 ST-2 AVE,2017-01-12,20:00:00,119758145,9221.0
742,Q,72 ST-2 AVE,2017-01-13,00:00:00,119760583,2438.0
743,Q,72 ST-2 AVE,2017-01-13,04:00:00,119760750,167.0
744,Q,72 ST-2 AVE,2017-01-13,08:00:00,119762153,1403.0
745,Q,72 ST-2 AVE,2017-01-13,12:00:00,119768637,6484.0
746,Q,72 ST-2 AVE,2017-01-13,16:00:00,119774141,5504.0
747,Q,72 ST-2 AVE,2017-01-13,20:00:00,119783314,9173.0
748,Q,72 ST-2 AVE,2017-01-14,00:00:00,119785957,2643.0
749,Q,72 ST-2 AVE,2017-01-14,04:00:00,119786254,297.0
750,Q,72 ST-2 AVE,2017-01-14,08:00:00,119786598,344.0
751,Q,72 ST-2 AVE,2017-01-14,12:00:00,119789140,2542.0
752,Q,72 ST-2 AVE,2017-01-14,16:00:00,119793587,4447.0
753,Q,72 ST-2 AVE,2017-01-14,20:00:00,119797766,4179.0
754,Q,72 ST-2 AVE,2017-01-15,00:00:00,119799778,2012.0
755,Q,72 ST-2 AVE,2017-01-15,04:00:00,119800057,279.0
756,Q,72 ST-2 AVE,2017-01-15,08:00:00,119800305,248.0
757,Q,72 ST-2 AVE,2017-01-15,12:00:00,119802203,1898.0
758,Q,72 ST-2 AVE,2017-01-15,16:00:00,119806268,4065.0
759,Q,72 ST-2 AVE,2017-01-15,20:00:00,119809814,3546.0
760,Q,72 ST-2 AVE,2017-01-16,00:00:00,119811303,1489.0
761,Q,72 ST-2 AVE,2017-01-16,04:00:00,119811453,150.0
762,Q,72 ST-2 AVE,2017-01-16,08:00:00,119812017,564.0
763,Q,72 ST-2 AVE,2017-01-16,12:00:00,119815285,3268.0
764,Q,72 ST-2 AVE,2017-01-16,16:00:00,119819899,4614.0
765,Q,72 ST-2 AVE,2017-01-16,20:00:00,119825186,5287.0
766,Q,72 ST-2 AVE,2017-01-17,00:00:00,119826942,1756.0
767,Q,72 ST-2 AVE,2017-01-17,04:00:00,119827069,127.0
768,Q,72 ST-2 AVE,2017-01-17,08:00:00,119828728,1659.0
769,Q,72 ST-2 AVE,2017-01-17,12:00:00,119835145,6417.0
770,Q,72 ST-2 AVE,2017-01-17,16:00:00,119840081,4936.0
771,Q,72 ST-2 AVE,2017-01-17,20:00:00,119849530,9449.0
772,Q,72 ST-2 AVE,2017-01-18,00:00:00,119851784,2254.0
773,Q,72 ST-2 AVE,2017-01-18,04:00:00,119851930,146.0
774,Q,72 ST-2 AVE,2017-01-18,08:00:00,119853630,1700.0
775,Q,72 ST-2 AVE,2017-01-18,12:00:00,119860071,6441.0
776,Q,72 ST-2 AVE,2017-01-18,16:00:00,119865262,5191.0
777,Q,72 ST-2 AVE,2017-01-18,20:00:00,119874399,9137.0
778,Q,72 ST-2 AVE,2017-01-19,00:00:00,119876731,2332.0
779,Q,72 ST-2 AVE,2017-01-19,04:00:00,119876906,175.0
780,Q,72 ST-2 AVE,2017-01-19,08:00:00,119878591,1685.0
781,Q,72 ST-2 AVE,2017-01-19,12:00:00,119885174,6583.0
782,Q,72 ST-2 AVE,2017-01-19,16:00:00,119890486,5312.0
783,Q,72 ST-2 AVE,2017-01-19,20:00:00,119900542,10056.0
784,Q,72 ST-2 AVE,2017-01-20,00:00:00,119903083,2541.0
785,Q,72 ST-2 AVE,2017-01-20,04:00:00,119903255,172.0
786,Q,72 ST-2 AVE,2017-01-20,08:00:00,119904780,1525.0
787,Q,72 ST-2 AVE,2017-01-20,12:00:00,119910947,6167.0
788,Q,72 ST-2 AVE,2017-01-20,16:00:00,119916361,5414.0
789,Q,72 ST-2 AVE,2017-01-20,20:00:00,119925669,9308.0
790,Q,72 ST-2 AVE,2017-01-21,00:00:00,119928612,2943.0
791,Q,72 ST-2 AVE,2017-01-21,04:00:00,119928940,328.0
792,Q,72 ST-2 AVE,2017-01-21,08:00:00,119929309,369.0
793,Q,72 ST-2 AVE,2017-01-21,12:00:00,119931880,2571.0
794,Q,72 ST-2 AVE,2017-01-21,16:00:00,119936752,4872.0
795,Q,72 ST-2 AVE,2017-01-21,20:00:00,119942243,5491.0
796,Q,72 ST-2 AVE,2017-01-22,00:00:00,119944662,2419.0
797,Q,72 ST-2 AVE,2017-01-22,04:00:00,119944989,327.0
798,Q,72 ST-2 AVE,2017-01-22,08:00:00,119945243,254.0
799,Q,72 ST-2 AVE,2017-01-22,12:00:00,119947104,1861.0
802,Q,72 ST-2 AVE,2017-01-23,00:00:00,119955530,1345.0
803,Q,72 ST-2 AVE,2017-01-23,04:00:00,119955630,100.0
804,Q,72 ST-2 AVE,2017-01-23,08:00:00,119957258,1628.0
805,Q,72 ST-2 AVE,2017-01-23,12:00:00,119963654,6396.0
806,Q,72 ST-2 AVE,2017-01-23,16:00:00,119968452,4798.0
807,Q,72 ST-2 AVE,2017-01-23,20:00:00,119977292,8840.0
808,Q,72 ST-2 AVE,2017-01-24,00:00:00,119979289,1997.0
809,Q,72 ST-2 AVE,2017-01-24,04:00:00,119979497,208.0
810,Q,72 ST-2 AVE,2017-01-24,08:00:00,119981282,1785.0
811,Q,72 ST-2 AVE,2017-01-24,12:00:00,119988153,6871.0
812,Q,72 ST-2 AVE,2017-01-24,16:00:00,119993002,4849.0
813,Q,72 ST-2 AVE,2017-01-24,20:00:00,120002917,9915.0
814,Q,72 ST-2 AVE,2017-01-25,00:00:00,120005294,2377.0
815,Q,72 ST-2 AVE,2017-01-25,04:00:00,120005497,203.0
816,Q,72 ST-2 AVE,2017-01-25,08:00:00,120007195,1698.0
817,Q,72 ST-2 AVE,2017-01-25,12:00:00,120014089,6894.0
818,Q,72 ST-2 AVE,2017-01-25,16:00:00,120019549,5460.0
819,Q,72 ST-2 AVE,2017-01-25,20:00:00,120029484,9935.0
820,Q,72 ST-2 AVE,2017-01-26,00:00:00,120031969,2485.0
821,Q,72 ST-2 AVE,2017-01-26,04:00:00,120032185,216.0
822,Q,72 ST-2 AVE,2017-01-26,08:00:00,120033830,1645.0
823,Q,72 ST-2 AVE,2017-01-26,12:00:00,120040714,6884.0
824,Q,72 ST-2 AVE,2017-01-26,16:00:00,120046008,5294.0
825,Q,72 ST-2 AVE,2017-01-26,20:00:00,120055675,9667.0
826,Q,72 ST-2 AVE,2017-01-27,00:00:00,120058317,2642.0
827,Q,72 ST-2 AVE,2017-01-27,04:00:00,120058562,245.0
828,Q,72 ST-2 AVE,2017-01-27,08:00:00,120060071,1509.0
829,Q,72 ST-2 AVE,2017-01-27,12:00:00,120066589,6518.0
830,Q,72 ST-2 AVE,2017-01-27,16:00:00,120072197,5608.0
831,Q,72 ST-2 AVE,2017-01-27,20:00:00,120081811,9614.0
832,Q,86 ST-2 AVE,2017-01-01,00:00:00,36569565,0.0
833,Q,86 ST-2 AVE,2017-01-01,04:00:00,36569565,0.0
834,Q,86 ST-2 AVE,2017-01-01,08:00:00,36569565,0.0
835,Q,86 ST-2 AVE,2017-01-01,12:00:00,36569579,14.0
836,Q,86 ST-2 AVE,2017-01-01,16:00:00,36576891,7312.0
838,Q,86 ST-2 AVE,2017-01-01,17:28:35,36576177,17.0
839,Q,86 ST-2 AVE,2017-01-01,17:29:38,36576202,25.0
840,Q,86 ST-2 AVE,2017-01-01,17:30:50,36576216,14.0
842,Q,86 ST-2 AVE,2017-01-01,17:33:35,3013,4.0
843,Q,86 ST-2 AVE,2017-01-01,17:34:59,3029,16.0
844,Q,86 ST-2 AVE,2017-01-01,17:36:19,3038,9.0
845,Q,86 ST-2 AVE,2017-01-01,17:37:47,3044,6.0
846,Q,86 ST-2 AVE,2017-01-01,17:39:09,3052,8.0
848,Q,86 ST-2 AVE,2017-01-01,20:00:00,36581772,5428.0
849,Q,86 ST-2 AVE,2017-01-02,00:00:00,36582886,1114.0
850,Q,86 ST-2 AVE,2017-01-02,04:00:00,36582893,7.0
851,Q,86 ST-2 AVE,2017-01-02,08:00:00,36583071,178.0
852,Q,86 ST-2 AVE,2017-01-02,12:00:00,36585661,2590.0
853,Q,86 ST-2 AVE,2017-01-02,16:00:00,36591432,5771.0
854,Q,86 ST-2 AVE,2017-01-02,20:00:00,36596167,4735.0
855,Q,86 ST-2 AVE,2017-01-03,00:00:00,36597119,952.0
856,Q,86 ST-2 AVE,2017-01-03,04:00:00,36597122,3.0
857,Q,86 ST-2 AVE,2017-01-03,08:00:00,36598897,1775.0
858,Q,86 ST-2 AVE,2017-01-03,12:00:00,36605387,6490.0
859,Q,86 ST-2 AVE,2017-01-03,16:00:00,36608589,3202.0
860,Q,86 ST-2 AVE,2017-01-03,20:00:00,36612931,4342.0
861,Q,86 ST-2 AVE,2017-01-04,00:00:00,36613909,978.0
862,Q,86 ST-2 AVE,2017-01-04,04:00:00,36613910,1.0
863,Q,86 ST-2 AVE,2017-01-04,08:00:00,36615815,1905.0
864,Q,86 ST-2 AVE,2017-01-04,12:00:00,36623694,7879.0
866,Q,86 ST-2 AVE,2017-01-04,20:00:00,62611,4636.0
867,Q,86 ST-2 AVE,2017-01-05,00:00:00,63683,1072.0
868,Q,86 ST-2 AVE,2017-01-05,04:00:00,63687,4.0
869,Q,86 ST-2 AVE,2017-01-05,08:00:00,65616,1929.0
871,Q,86 ST-2 AVE,2017-01-05,16:00:00,36645938,3281.0
872,Q,86 ST-2 AVE,2017-01-05,20:00:00,36650653,4715.0
873,Q,86 ST-2 AVE,2017-01-06,00:00:00,36651748,1095.0
874,Q,86 ST-2 AVE,2017-01-06,04:00:00,36651748,0.0
875,Q,86 ST-2 AVE,2017-01-06,08:00:00,36653546,1798.0
876,Q,86 ST-2 AVE,2017-01-06,12:00:00,36661372,7826.0
877,Q,86 ST-2 AVE,2017-01-06,16:00:00,36664880,3508.0
878,Q,86 ST-2 AVE,2017-01-06,20:00:00,36670191,5311.0
879,Q,86 ST-2 AVE,2017-01-07,00:00:00,36671794,1603.0
880,Q,86 ST-2 AVE,2017-01-07,04:00:00,36671796,2.0
881,Q,86 ST-2 AVE,2017-01-07,08:00:00,36672001,205.0
884,Q,86 ST-2 AVE,2017-01-07,20:00:00,36685587,5711.0
885,Q,86 ST-2 AVE,2017-01-08,00:00:00,36687161,1574.0
886,Q,86 ST-2 AVE,2017-01-08,04:00:00,36687163,2.0
887,Q,86 ST-2 AVE,2017-01-08,08:00:00,36687317,154.0
888,Q,86 ST-2 AVE,2017-01-08,12:00:00,36689782,2465.0
889,Q,86 ST-2 AVE,2017-01-08,16:00:00,36694979,5197.0
890,Q,86 ST-2 AVE,2017-01-08,20:00:00,36698728,3749.0
891,Q,86 ST-2 AVE,2017-01-09,00:00:00,36699654,926.0
892,Q,86 ST-2 AVE,2017-01-09,04:00:00,36699656,2.0
893,Q,86 ST-2 AVE,2017-01-09,08:00:00,36701848,2192.0
894,Q,86 ST-2 AVE,2017-01-09,12:00:00,36710108,8260.0
895,Q,86 ST-2 AVE,2017-01-09,16:00:00,36712831,2723.0
896,Q,86 ST-2 AVE,2017-01-09,20:00:00,36717068,4237.0
897,Q,86 ST-2 AVE,2017-01-10,00:00:00,36718565,1497.0
